Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacc,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii flexuosa,Globorotalia menardii & Globorotalia tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Turborotalita humilis & Berggrenia pumilio,Globigerinita uvula,Other ID,Other UnID
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.03,19.97317,3,"Sbaffi et al, 2001",AH,37656,0,0,44,0,0,0,0,0,0,59,28,0,0,57,0,128,4,0,0,0,0,0,0,0,0,42,0,0,0,0,99,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.06,20.114,3,"Sbaffi et al, 2001",AH,37656,0,0,18,0,0,0,0,0,0,31,18,0,0,16,0,44,0,0,0,0,1,0,0,0,0,18,0,0,0,0,38,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.09,20.25483,3,"Sbaffi et al, 2001",AH,37656,0,0,42,0,0,0,0,0,0,48,22,0,0,17,0,71,1,0,0,0,0,0,0,0,0,27,0,0,0,0,61,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.12,20.39567,3,"Sbaffi et al, 2001",AH,37656,0,0,53,0,0,0,0,0,0,38,24,0,0,32,0,80,0,0,0,0,0,0,0,0,0,57,0,0,0,0,91,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.15,20.5365,3,"Sbaffi et al, 2001",AH,37656,0,0,64,0,0,0,0,0,0,52,37,0,0,44,0,86,0,0,0,0,0,0,0,0,0,38,0,0,0,0,82,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.18,20.67733,3,"Sbaffi et al, 2001",AH,37656,0,0,31,2,0,0,0,0,0,53,31,0,0,59,0,98,0,0,0,0,2,0,0,0,0,41,0,0,0,0,111,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.21,20.81817,3,"Sbaffi et al, 2001",AH,37656,0,0,27,0,0,0,0,0,0,30,11,0,0,28,0,54,0,0,0,0,0,0,0,0,0,20,0,0,0,0,67,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.24,20.959,3,"Sbaffi et al, 2001",AH,37656,0,0,14,0,0,0,0,0,0,34,13,0,0,21,0,46,0,0,0,0,0,0,0,0,0,26,0,0,0,0,57,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.27,21.21436,3,"Sbaffi et al, 2001",AH,37656,0,0,34,1,0,0,0,0,0,33,21,0,0,29,0,64,0,0,0,0,0,0,0,0,0,41,0,0,0,0,79,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.3,21.46971,3,"Sbaffi et al, 2001",AH,37656,1,0,41,0,0,0,0,0,0,53,20,0,0,27,0,60,0,0,0,0,0,0,0,0,0,24,0,0,0,0,93,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.33,21.72507,3,"Sbaffi et al, 2001",AH,37656,0,0,45,1,0,0,0,0,0,38,19,0,0,46,0,73,0,0,0,0,0,0,0,0,0,15,0,0,0,0,104,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.36,21.98043,3,"Sbaffi et al, 2001",AH,37656,0,0,36,0,0,0,0,0,0,24,14,0,0,18,0,48,0,0,0,0,0,0,0,0,0,13,0,0,0,0,52,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.39,22.23579,3,"Sbaffi et al, 2001",AH,37656,0,0,40,0,0,0,0,0,0,40,23,0,0,24,0,60,0,0,0,0,0,0,0,0,0,35,0,0,0,0,73,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.42,22.49114,3,"Sbaffi et al, 2001",AH,37656,0,0,38,0,0,0,0,0,0,24,8,0,0,28,0,32,0,0,0,0,0,0,0,0,0,34,0,0,0,0,42,0,0,0,0,0,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,3.45,22.7465,3,"Sbaffi et al, 2001",AH,37656,0,0,30,3,0,0,0,0,0,18,7,0,0,22,0,60,0,0,0,0,1,0,0,0,0,32,0,0,0,0,53,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.25,19.03566667,2,"Sbaffi et al., 2001",AH,37656,0,0,39,0,0,0,0,1,0,41,14,0,0,48,0,87,7,0,0,0,0,0,0,0,0,42,0,0,0,0,75,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.3,19.22877778,2,"Sbaffi et al., 2001",AH,37656,0,0,20,0,0,0,0,0,0,54,17,0,0,53,0,74,7,0,0,0,1,0,0,0,0,42,0,0,0,0,63,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.35,19.42188889,2,"Sbaffi et al., 2001",AH,37656,0,0,45,0,0,0,0,0,0,64,22,0,0,41,0,71,9,0,0,0,1,0,0,0,0,33,0,0,0,0,39,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.4,19.615,2,"Sbaffi et al., 2001",AH,37656,0,0,29,0,0,0,0,0,0,74,14,0,0,27,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,51,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.45,19.99109091,2,"Sbaffi et al., 2001",AH,37656,0,0,34,0,0,0,0,0,0,74,19,0,0,35,0,70,4,0,0,0,0,0,0,0,0,25,0,0,0,0,39,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.5,20.36718182,2,"Sbaffi et al., 2001",AH,37656,0,0,56,0,0,0,0,0,0,66,37,0,0,30,0,64,0,0,0,0,1,0,0,0,0,31,0,0,0,0,49,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.55,20.74327273,2,"Sbaffi et al., 2001",AH,37656,0,0,37,0,0,0,0,0,0,67,18,0,0,53,0,47,1,0,0,0,0,0,0,0,0,50,0,0,0,0,64,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.6,21.11936364,2,"Sbaffi et al., 2001",AH,37656,0,0,62,0,0,0,0,0,0,55,19,0,0,33,0,72,4,0,0,0,0,0,0,0,0,39,0,0,0,0,70,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.65,21.49545455,2,"Sbaffi et al., 2001",AH,37656,1,0,46,0,0,0,0,0,0,60,20,0,0,39,0,69,2,0,0,0,0,0,0,0,0,30,0,0,0,0,61,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.7,21.87154545,2,"Sbaffi et al., 2001",AH,37656,0,0,48,0,0,0,0,0,0,71,27,0,0,28,0,80,3,0,0,0,2,0,0,0,0,32,0,0,0,0,49,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.75,22.24763636,2,"Sbaffi et al., 2001",AH,37656,0,0,31,0,0,0,0,1,0,51,25,0,0,40,0,76,1,0,0,0,1,0,0,0,0,42,0,0,0,0,75,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.8,22.62372727,2,"Sbaffi et al., 2001",AH,37656,0,0,42,0,0,0,0,0,0,52,16,0,0,29,0,56,0,0,0,0,0,0,0,0,0,37,0,0,0,0,65,0,0,0,0,0,0
BS79-33,Gravity,38.157,14.018,1282,Mediterranean,3.85,22.99981818,2,"Sbaffi et al., 2001",AH,37656,0,2,21,0,0,0,0,0,0,71,20,0,0,40,0,48,3,0,0,0,1,0,0,0,0,39,0,0,0,0,86,0,0,0,0,0,0
BS79-37,Gravity,38.215,13.269,1458,Mediterranean,2.4,19.07142857,3,unpublished data,AH,37656,0,0,7,2,0,0,0,0,0,143,36,0,0,25,4,165,0,0,0,0,0,0,0,0,0,17,0,0,0,0,72,0,0,0,0,0,0
BS79-37,Gravity,38.215,13.269,1458,Mediterranean,2.44,20.08928571,3,unpublished data,AH,37656,0,0,0,0,0,0,0,0,0,88,43,0,0,26,1,94,0,0,0,0,1,0,0,0,0,24,0,0,0,0,126,0,0,0,0,0,0
BS79-37,Gravity,38.215,13.269,1458,Mediterranean,2.48,21.10714286,3,unpublished data,AH,37656,0,0,0,0,0,0,0,0,0,80,27,0,0,46,5,73,0,0,0,0,1,0,0,0,0,44,0,0,0,0,132,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,3.975,19.2085,3,"Sbaffi et al, 2001",AH,37656,0,0,0,0,0,0,0,0,0,60,28,0,0,30,0,68,0,0,0,0,0,0,0,0,0,43,0,0,0,0,79,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.025,19.5975,3,"Sbaffi et al, 2001",AH,37656,0,0,0,1,0,0,0,0,0,47,24,0,0,36,0,95,0,0,0,0,1,0,0,0,0,53,0,0,0,0,71,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.05,19.792,3,"Sbaffi et al, 2001",AH,37656,0,0,0,0,0,0,0,0,0,36,23,0,0,66,0,118,0,0,0,0,0,0,0,0,0,65,0,0,0,0,95,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.075,19.9865,3,"Sbaffi et al, 2001",AH,37656,0,2,4,0,0,0,0,0,0,42,14,0,0,31,0,86,0,0,0,0,0,0,0,0,0,50,0,0,0,0,75,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.125,20.3755,3,"Sbaffi et al, 2001",AH,37656,0,0,7,0,0,0,0,0,0,38,21,0,0,37,0,91,1,0,0,0,0,0,0,0,0,55,0,0,0,0,78,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.175,20.7645,3,"Sbaffi et al, 2001",AH,37656,0,0,0,2,0,0,0,0,0,44,15,0,0,38,0,88,0,0,0,0,3,0,0,0,0,40,0,0,0,0,97,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.2,20.959,3,"Sbaffi et al, 2001",AH,37656,0,0,2,0,0,0,0,1,0,20,13,0,0,6,0,9,0,0,0,0,4,1,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.225,21.06036667,3,"Sbaffi et al, 2001",AH,37656,0,0,5,1,0,0,0,7,0,105,47,0,0,37,0,51,0,0,0,0,9,2,0,0,0,28,0,0,0,0,93,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.275,21.2631,3,"Sbaffi et al, 2001",AH,37656,0,0,0,0,0,0,0,3,0,51,26,0,0,41,0,60,0,0,0,0,17,2,0,0,0,37,0,0,0,0,70,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.325,21.46583333,3,"Sbaffi et al, 2001",AH,37656,0,0,3,0,0,0,0,0,0,51,28,0,0,60,0,57,0,0,0,0,19,0,0,0,0,44,0,0,0,0,72,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.35,21.5672,3,"Sbaffi et al, 2001",AH,37656,0,1,8,0,1,0,0,2,0,9,24,0,0,107,3,55,0,0,0,0,24,0,0,0,0,42,0,0,0,0,81,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.375,21.66856667,3,"Sbaffi et al, 2001",AH,37656,0,0,11,0,0,0,0,3,0,41,31,0,0,59,0,52,0,0,0,0,14,0,0,0,0,44,0,0,0,0,71,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.4,21.76993333,3,"Sbaffi et al, 2001",AH,37656,0,0,5,0,0,0,0,0,0,38,38,0,0,40,0,81,1,0,0,0,1,0,0,0,0,54,0,0,0,0,41,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.425,21.8713,3,"Sbaffi et al, 2001",AH,37656,1,0,2,0,0,0,0,0,0,32,30,0,0,37,0,47,0,0,0,0,2,0,0,0,0,48,0,0,0,0,35,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.45,21.97266667,3,"Sbaffi et al, 2001",AH,37656,0,0,1,1,0,0,0,0,0,58,50,0,0,66,0,47,0,0,0,0,0,0,0,0,0,94,0,0,0,0,60,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.475,22.07403333,3,"Sbaffi et al, 2001",AH,37656,1,0,4,1,0,0,0,0,0,57,33,0,0,43,0,30,1,0,0,0,2,0,0,0,0,70,0,0,0,0,56,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.525,22.27676667,3,"Sbaffi et al, 2001",AH,37656,0,0,4,0,0,0,0,1,0,67,25,0,0,41,0,25,0,0,0,0,1,0,0,0,0,60,0,0,0,0,58,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.55,22.37813333,3,"Sbaffi et al, 2001",AH,37656,0,0,3,0,0,0,0,0,0,60,32,0,0,131,0,26,0,0,0,0,0,0,0,0,0,76,0,0,0,0,93,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.575,22.4795,3,"Sbaffi et al, 2001",AH,37656,0,0,4,0,0,0,0,0,0,52,24,0,0,43,0,19,0,0,0,0,2,0,0,0,0,49,0,0,0,0,60,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.6,22.58086667,3,"Sbaffi et al, 2001",AH,37656,0,0,25,0,0,0,0,0,0,40,21,0,0,108,0,74,2,0,0,0,4,0,0,0,0,85,0,0,0,0,80,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.625,22.68223333,3,"Sbaffi et al, 2001",AH,37656,0,1,16,2,0,0,0,0,0,28,16,0,0,91,1,62,0,0,0,0,4,0,0,0,0,45,0,0,0,0,63,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.65,22.7836,3,"Sbaffi et al, 2001",AH,37656,0,0,10,0,0,0,0,0,0,30,15,0,0,125,0,81,2,0,0,0,1,0,0,0,0,63,0,0,0,0,79,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.675,22.88496667,3,"Sbaffi et al, 2001",AH,37656,0,0,9,0,0,0,0,0,0,38,16,0,0,92,0,69,0,0,0,0,3,0,0,0,0,45,0,0,0,0,65,0,0,0,0,0,0
BS79-38,Gravity,38.247,13.346,1489,Mediterranean,4.7,22.98633333,3,"Sbaffi et al, 2001",AH,37656,1,0,33,0,0,0,0,0,0,36,18,0,0,64,0,114,0,0,0,0,0,0,0,0,0,47,0,0,0,0,70,0,0,0,0,0,0
RC9-178,Piston,33.733,27.917,2628,Mediterranean,0.5,19.091,3,"Kallel et al., 1997b",AH,37742,0,0,79,0,0,0,0,0,0,29,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,28,0,0,0,0,20,0,0,0,0,0,0
RC9-178,Piston,33.733,27.917,2628,Mediterranean,0.61,20.817,3,"Kallel et al., 1997b",AH,37742,0,0,90,0,0,0,0,0,0,59,0,0,0,15,3,128,0,0,0,0,0,0,0,0,0,32,0,0,0,0,22,0,0,0,0,0,0
RC9-178,Piston,33.733,27.917,2628,Mediterranean,0.665,22.543,3,"Kallel et al., 1997b",AH,37742,0,1,68,0,0,0,0,0,0,71,0,0,0,15,6,101,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,0,0,0,0,0,0
MD992344,Piston,41.997,4.836,2326,Mediterranean,2.47,19.666,3,"Kallel et al., 1997b",AH,37746,0,0,0,0,0,0,0,0,0,250,0,0,0,172,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,28,0,0,0,0,0,0
MD992344,Piston,41.997,4.836,2326,Mediterranean,2.53,20.437,3,"Kallel et al., 1997b",AH,37746,1,0,1,0,0,0,0,0,1,113,0,0,0,69,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MD992344,Piston,41.997,4.836,2326,Mediterranean,2.63,21.738,3,"Kallel et al., 1997b",AH,37746,0,0,11,0,0,0,0,0,2,373,0,0,0,130,7,125,0,0,0,0,28,0,0,0,0,12,0,0,0,0,37,0,0,0,0,0,0
MD992344,Piston,41.997,4.836,2326,Mediterranean,2.69,22.509,3,"Kallel et al., 1997b",AH,37746,0,0,0,0,0,0,0,0,0,61,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,275.5,19.153,3,"Hayes et al., 1999",AH,37746,0,0,36,0,0,0,0,1,0,18,0,0,2,5,0,64,0,0,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,281.5,19.625,3,"Hayes et al., 1999",AH,37746,0,0,57,0,0,0,0,0,0,25,0,0,2,0,0,66,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,289.5,20.254,3,"Hayes et al., 1999",AH,37746,0,0,55,0,0,0,0,0,0,21,0,0,4,10,3,90,0,0,0,0,0,0,0,0,0,22,0,0,0,0,91,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,296,20.765,3,"Hayes et al., 1999",AH,37746,0,0,15,0,0,0,0,0,0,7,0,0,2,5,0,37,0,0,0,0,0,0,0,0,0,11,0,0,0,0,23,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,303.5,21.355,3,"Hayes et al., 1999",AH,37746,0,0,43,0,1,0,0,0,0,28,0,0,2,7,1,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,34,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,310.5,21.905,3,"Hayes et al., 1999",AH,37746,0,0,45,0,0,0,0,0,0,23,0,0,4,31,2,64,0,0,0,0,0,0,0,0,0,17,0,0,0,0,44,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,317,22.416,3,"Hayes et al., 1999",AH,37746,0,0,40,0,0,0,0,0,0,13,0,0,2,1,0,81,0,0,0,0,0,0,0,0,0,21,0,0,0,0,18,0,0,0,0,0,0
LC21,Piston,35.66,26.58,1522,Mediterranean,324.5,23.006,3,"Hayes et al., 1999",AH,37746,0,0,22,0,0,0,0,0,0,25,0,0,4,20,0,50,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0
LC07,Piston,38.14,10.07,488,Mediterranean,0.685,19.02702703,3,"Hayes et al., 1999",AH,37757,0,0,8,0,0,0,0,0,0,60,0,0,1,52,1,44,0,0,0,0,2,0,0,0,0,13,0,0,0,0,38,0,0,0,0,0,0
LC07,Piston,38.14,10.07,488,Mediterranean,0.805,21.62162162,3,"Hayes et al., 1999",AH,37757,0,0,8,0,0,0,0,0,0,35,0,0,0,40,0,18,0,0,0,0,10,0,0,0,0,12,0,0,0,0,20,0,0,0,0,0,0
LC07,Piston,38.14,10.07,488,Mediterranean,0.865,22.91891892,3,"Hayes et al., 1999",AH,37757,0,0,7,0,0,0,0,0,0,36,0,0,0,31,0,28,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0
ODP 975,Piston,38.89,4.5,2426,Mediterranean,1.13,19.035,4,unpublished data,AH,37771,0,0,0,0,1,0,0,1,0,221,0,0,0,75,1,134,0,0,0,0,0,0,0,0,0,40,0,0,0,0,117,0,0,0,0,0,0
ODP 975,Piston,38.89,4.5,2426,Mediterranean,1.165,19.652,4,unpublished data,AH,37771,0,0,2,0,0,0,0,0,0,139,0,0,0,80,4,45,0,0,0,0,2,0,0,0,0,41,0,0,0,0,90,0,0,0,0,0,0
ODP 975,Piston,38.89,4.5,2426,Mediterranean,1.225,20.711,4,unpublished data,AH,37771,0,0,5,0,0,0,0,0,0,302,0,0,0,126,2,48,0,0,0,0,4,3,0,0,0,147,0,0,0,0,93,0,0,0,0,0,0
ODP 975,Piston,38.89,4.5,2426,Mediterranean,1.285,21.77,4,unpublished data,AH,37771,1,0,40,0,0,0,0,1,0,160,0,0,0,91,0,34,0,0,0,0,1,0,0,0,0,66,0,0,0,0,55,0,0,0,0,0,0
ODP 975,Piston,38.89,4.5,2426,Mediterranean,1.325,22.476,4,unpublished data,AH,37771,0,0,32,0,0,0,0,0,0,134,0,0,0,144,0,61,0,0,0,0,0,0,0,0,0,109,0,0,0,0,68,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.682,19.26625,3,unpublished data,AH,37771,2,0,36,0,0,0,0,1,0,133,0,0,0,137,0,31,0,0,0,0,0,0,0,0,0,91,0,0,0,0,43,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.71,19.775,3,unpublished data,AH,37771,0,0,55,0,0,0,0,0,0,153,0,0,0,35,1,31,0,0,0,0,1,0,0,0,0,54,0,0,0,0,30,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.757,20.945775,3,unpublished data,AH,37771,0,0,42,0,0,0,0,2,0,94,0,0,1,76,0,32,0,0,0,0,0,0,0,0,0,58,0,0,0,0,40,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.787,22.005675,3,unpublished data,AH,37771,0,0,20,0,0,0,0,1,0,169,0,0,0,225,0,48,0,0,0,0,0,0,0,0,0,69,0,0,0,0,57,0,0,0,0,0,0
LC04,Piston,38.65,6.11,2855,Mediterranean,0.832,18.93,3,unpublished data,AH,37771,0,0,20,0,0,0,0,4,0,89,0,0,0,21,2,42,0,0,0,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0
LC04,Piston,38.65,6.11,2855,Mediterranean,0.912,19.63,3,unpublished data,AH,37771,0,0,54,0,0,0,0,2,0,108,0,0,1,53,0,85,0,0,0,0,0,0,0,0,0,69,0,0,0,0,82,0,0,0,0,0,0
LC04,Piston,38.65,6.11,2855,Mediterranean,0.997,20.29,3,unpublished data,AH,37771,0,0,56,0,0,0,0,1,0,83,0,0,4,25,0,73,0,0,0,0,0,0,0,0,0,43,0,0,0,0,52,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.605,19.294,4,unpublished data,AH,06/18/03,0,1,74,0,0,0,0,1,0,49,0,0,0,16,2,94,0,0,0,0,0,0,0,0,0,56,0,0,0,0,32,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.625,20.043,4,unpublished data,AH,06/18/03,0,1,74,0,0,0,0,0,0,28,0,0,0,11,1,82,0,0,0,0,0,0,0,0,0,27,0,0,0,0,24,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.645,20.792,4,unpublished data,AH,06/18/03,0,0,139,0,0,0,0,0,0,49,0,0,1,8,0,129,0,0,0,0,0,0,0,0,0,45,0,0,0,0,54,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.665,21.541,4,unpublished data,AH,06/18/03,0,0,98,0,0,0,0,0,0,45,0,0,1,12,0,98,0,0,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.685,22.289,4,unpublished data,AH,06/18/03,0,0,119,0,0,0,0,0,0,36,1,0,0,7,0,84,0,0,0,0,0,0,0,0,0,35,0,0,0,0,54,0,0,0,0,0,0
ODP 973,Piston,35.78,18.948,3695,Mediterranean,0.945,20.327,4,unpublished data,AH,06/23/03,0,0,28,1,0,1,0,2,0,44,0,0,0,12,0,33,0,0,0,0,0,0,0,0,0,107,0,0,0,0,62,0,0,0,0,0,0
ODP 973,Piston,35.78,18.948,3695,Mediterranean,0.985,22.341,4,unpublished data,AH,06/23/03,0,0,91,0,0,0,0,3,0,62,0,0,3,6,2,90,0,0,0,0,1,0,0,0,0,60,0,0,0,0,47,0,0,0,0,0,0
KL96,Piston,32.77,19.19,1390,Mediterranean,0.455,,3,unpublished data,AH,37812,0,0,181,0,0,0,0,0,0,15,0,0,3,2,2,41,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0
KL96,Piston,32.77,19.19,1390,Mediterranean,0.505,,3,unpublished data,AH,37812,1,0,145,0,0,0,0,0,0,16,0,0,2,3,2,43,0,0,0,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0